"activity" "subject" "feature" "average value"
"12902" "WALKING_UPSTAIRS" 14 "tBodyGyroJerk-mean()-X" -0.128266667862963
"12903" "WALKING_UPSTAIRS" 14 "tBodyGyroJerk-mean()-Y" -0.0207749732407407
"12904" "WALKING_UPSTAIRS" 14 "tBodyGyroJerk-mean()-Z" -0.0137237620296296
"12905" "WALKING_UPSTAIRS" 14 "tBodyGyroJerk-std()-X" -0.646611034444444
"12906" "WALKING_UPSTAIRS" 14 "tBodyGyroJerk-std()-Y" -0.371479721296296
"12907" "WALKING_UPSTAIRS" 14 "tBodyGyroJerk-std()-Z" -0.359816626703704
"12908" "WALKING_UPSTAIRS" 14 "tBodyAccMag-mean()" 0.140108204051852
"12909" "WALKING_UPSTAIRS" 14 "tBodyAccMag-std()" -0.0197686685018519
"12910" "WALKING_UPSTAIRS" 14 "tGravityAccMag-mean()" 0.140108204051852
"12911" "WALKING_UPSTAIRS" 14 "tGravityAccMag-std()" -0.0197686685018519
"12912" "WALKING_UPSTAIRS" 14 "tBodyAccJerkMag-mean()" -0.28366383592037
"12913" "WALKING_UPSTAIRS" 14 "tBodyAccJerkMag-std()" -0.337086266574074
"12914" "WALKING_UPSTAIRS" 14 "tBodyGyroMag-mean()" 0.365779419444444
"12915" "WALKING_UPSTAIRS" 14 "tBodyGyroMag-std()" 0.299975979851852
"12916" "WALKING_UPSTAIRS" 14 "tBodyGyroJerkMag-mean()" -0.399921949557407
"12917" "WALKING_UPSTAIRS" 14 "tBodyGyroJerkMag-std()" -0.485819293703704
"12918" "WALKING_UPSTAIRS" 14 "fBodyAcc-mean()-X" -0.323508442240741
"12919" "WALKING_UPSTAIRS" 14 "fBodyAcc-mean()-Y" 0.0163939234574074
"12920" "WALKING_UPSTAIRS" 14 "fBodyAcc-mean()-Z" 0.191693742633333
"12921" "WALKING_UPSTAIRS" 14 "fBodyAcc-std()-X" -0.304980247962963
"12922" "WALKING_UPSTAIRS" 14 "fBodyAcc-std()-Y" 0.356072772037037
"12923" "WALKING_UPSTAIRS" 14 "fBodyAcc-std()-Z" 0.687124163703704
"12924" "WALKING_UPSTAIRS" 14 "fBodyAcc-meanFreq()-X" -0.389133559537037
"12925" "WALKING_UPSTAIRS" 14 "fBodyAcc-meanFreq()-Y" -0.366543121851852
"12926" "WALKING_UPSTAIRS" 14 "fBodyAcc-meanFreq()-Z" -0.367877189296296
"12927" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-mean()-X" -0.383497147037037
"12928" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-mean()-Y" -0.347606639592593
"12929" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-mean()-Z" -0.264008468333333
"12930" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-std()-X" -0.41096787037037
"12931" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-std()-Y" -0.371572473072222
"12932" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-std()-Z" -0.391077873148148
"12933" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-meanFreq()-X" -0.263935056981481
"12934" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-meanFreq()-Y" -0.487347927037037
"12935" "WALKING_UPSTAIRS" 14 "fBodyAccJerk-meanFreq()-Z" -0.52152949537037
"12936" "WALKING_UPSTAIRS" 14 "fBodyGyro-mean()-X" -0.441048358648148
"12937" "WALKING_UPSTAIRS" 14 "fBodyGyro-mean()-Y" 0.118687692187963
"12938" "WALKING_UPSTAIRS" 14 "fBodyGyro-mean()-Z" 0.196703218737037
"12939" "WALKING_UPSTAIRS" 14 "fBodyGyro-std()-X" -0.464742933888889
"12940" "WALKING_UPSTAIRS" 14 "fBodyGyro-std()-Y" 0.646233637037037
"12941" "WALKING_UPSTAIRS" 14 "fBodyGyro-std()-Z" 0.522454216314815
"12942" "WALKING_UPSTAIRS" 14 "fBodyGyro-meanFreq()-X" -0.389723705407407
"12943" "WALKING_UPSTAIRS" 14 "fBodyGyro-meanFreq()-Y" -0.521877343333333
"12944" "WALKING_UPSTAIRS" 14 "fBodyGyro-meanFreq()-Z" -0.501572597962963
"12945" "WALKING_UPSTAIRS" 14 "fBodyAccMag-mean()" -0.0759851813333333
"12946" "WALKING_UPSTAIRS" 14 "fBodyAccMag-std()" -0.143253889222222
"12947" "WALKING_UPSTAIRS" 14 "fBodyAccMag-meanFreq()" -0.168723817533333
"12948" "WALKING_UPSTAIRS" 14 "fBodyBodyAccJerkMag-mean()" -0.288744334092593
"12949" "WALKING_UPSTAIRS" 14 "fBodyBodyAccJerkMag-std()" -0.409847649281481
"12950" "WALKING_UPSTAIRS" 14 "fBodyBodyAccJerkMag-meanFreq()" 0.0399288326018519
"12951" "WALKING_UPSTAIRS" 14 "fBodyBodyGyroMag-mean()" 0.0488588668185185
"12952" "WALKING_UPSTAIRS" 14 "fBodyBodyGyroMag-std()" 0.236659662496296
"12953" "WALKING_UPSTAIRS" 14 "fBodyBodyGyroMag-meanFreq()" -0.287413084037037
"12954" "WALKING_UPSTAIRS" 14 "fBodyBodyGyroJerkMag-mean()" -0.457250612407407
"12955" "WALKING_UPSTAIRS" 14 "fBodyBodyGyroJerkMag-std()" -0.564964076388889
"12956" "WALKING_UPSTAIRS" 14 "fBodyBodyGyroJerkMag-meanFreq()" 0.076347168
"12957" "WALKING_UPSTAIRS" 15 "tBodyAcc-mean()-X" 0.270187595833333
"12958" "WALKING_UPSTAIRS" 15 "tBodyAcc-mean()-Y" -0.0287523860708333
"12959" "WALKING_UPSTAIRS" 15 "tBodyAcc-mean()-Z" -0.116952464895833
"12960" "WALKING_UPSTAIRS" 15 "tBodyAcc-std()-X" -0.0260971840270833
"12961" "WALKING_UPSTAIRS" 15 "tBodyAcc-std()-Y" -0.00406536043541667
"12962" "WALKING_UPSTAIRS" 15 "tBodyAcc-std()-Z" -0.379717488104167
"12963" "WALKING_UPSTAIRS" 15 "tGravityAcc-mean()-X" 0.918544812291667
"12964" "WALKING_UPSTAIRS" 15 "tGravityAcc-mean()-Y" -0.3149610125
"12965" "WALKING_UPSTAIRS" 15 "tGravityAcc-mean()-Z" 0.0811803405
"12966" "WALKING_UPSTAIRS" 15 "tGravityAcc-std()-X" -0.952562395625
"12967" "WALKING_UPSTAIRS" 15 "tGravityAcc-std()-Y" -0.927648821458333
"12968" "WALKING_UPSTAIRS" 15 "tGravityAcc-std()-Z" -0.92161847875
"12969" "WALKING_UPSTAIRS" 15 "tBodyAccJerk-mean()-X" 0.07297243298125
"12970" "WALKING_UPSTAIRS" 15 "tBodyAccJerk-mean()-Y" -0.00417361847916667
"12971" "WALKING_UPSTAIRS" 15 "tBodyAccJerk-mean()-Z" -0.00525879898958333
"12972" "WALKING_UPSTAIRS" 15 "tBodyAccJerk-std()-X" -0.186944664541667
"12973" "WALKING_UPSTAIRS" 15 "tBodyAccJerk-std()-Y" -0.311861356875
"12974" "WALKING_UPSTAIRS" 15 "tBodyAccJerk-std()-Z" -0.748809454166667
"12975" "WALKING_UPSTAIRS" 15 "tBodyGyro-mean()-X" 0.0903340029875
"12976" "WALKING_UPSTAIRS" 15 "tBodyGyro-mean()-Y" -0.154721289270833
"12977" "WALKING_UPSTAIRS" 15 "tBodyGyro-mean()-Z" 0.0911681484547917
"12978" "WALKING_UPSTAIRS" 15 "tBodyGyro-std()-X" -0.415251317916667
"12979" "WALKING_UPSTAIRS" 15 "tBodyGyro-std()-Y" -0.3302332351
"12980" "WALKING_UPSTAIRS" 15 "tBodyGyro-std()-Z" -0.477365945208333
"12981" "WALKING_UPSTAIRS" 15 "tBodyGyroJerk-mean()-X" -0.144485986527083
"12982" "WALKING_UPSTAIRS" 15 "tBodyGyroJerk-mean()-Y" -0.0365419164020833
"12983" "WALKING_UPSTAIRS" 15 "tBodyGyroJerk-mean()-Z" -0.0767242496041667
"12984" "WALKING_UPSTAIRS" 15 "tBodyGyroJerk-std()-X" -0.525533949791667
"12985" "WALKING_UPSTAIRS" 15 "tBodyGyroJerk-std()-Y" -0.763053512083333
"12986" "WALKING_UPSTAIRS" 15 "tBodyGyroJerk-std()-Z" -0.657907649166667
"12987" "WALKING_UPSTAIRS" 15 "tBodyAccMag-mean()" -0.000971394711666667
"12988" "WALKING_UPSTAIRS" 15 "tBodyAccMag-std()" -0.136552217494583
"12989" "WALKING_UPSTAIRS" 15 "tGravityAccMag-mean()" -0.000971394711666667
"12990" "WALKING_UPSTAIRS" 15 "tGravityAccMag-std()" -0.136552217494583
"12991" "WALKING_UPSTAIRS" 15 "tBodyAccJerkMag-mean()" -0.316050382083333
"12992" "WALKING_UPSTAIRS" 15 "tBodyAccJerkMag-std()" -0.313363553125
"12993" "WALKING_UPSTAIRS" 15 "tBodyGyroMag-mean()" -0.201217274
"12994" "WALKING_UPSTAIRS" 15 "tBodyGyroMag-std()" -0.288429008639583
"12995" "WALKING_UPSTAIRS" 15 "tBodyGyroJerkMag-mean()" -0.663637117708333
"12996" "WALKING_UPSTAIRS" 15 "tBodyGyroJerkMag-std()" -0.748954848541667
"12997" "WALKING_UPSTAIRS" 15 "fBodyAcc-mean()-X" -0.0746328434375
"12998" "WALKING_UPSTAIRS" 15 "fBodyAcc-mean()-Y" -0.1019354328
"12999" "WALKING_UPSTAIRS" 15 "fBodyAcc-mean()-Z" -0.5395910825
"13000" "WALKING_UPSTAIRS" 15 "fBodyAcc-std()-X" -0.00838243761666667
"13001" "WALKING_UPSTAIRS" 15 "fBodyAcc-std()-Y" -0.0191328333041667
"13002" "WALKING_UPSTAIRS" 15 "fBodyAcc-std()-Z" -0.349600353270833
"13003" "WALKING_UPSTAIRS" 15 "fBodyAcc-meanFreq()-X" -0.505013560208333
"13004" "WALKING_UPSTAIRS" 15 "fBodyAcc-meanFreq()-Y" -0.149770907839583
"13005" "WALKING_UPSTAIRS" 15 "fBodyAcc-meanFreq()-Z" -0.250961613735417
"13006" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-mean()-X" -0.2370530733125
"13007" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-mean()-Y" -0.338102216666667
"13008" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-mean()-Z" -0.714554172708333
"13009" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-std()-X" -0.207231605488542
"13010" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-std()-Y" -0.330391429583333
"13011" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-std()-Z" -0.783004506458333
"13012" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-meanFreq()-X" -0.439499582708333
"13013" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-meanFreq()-Y" -0.468496864166667
"13014" "WALKING_UPSTAIRS" 15 "fBodyAccJerk-meanFreq()-Z" -0.313514801541667
"13015" "WALKING_UPSTAIRS" 15 "fBodyGyro-mean()-X" -0.361096856875
"13016" "WALKING_UPSTAIRS" 15 "fBodyGyro-mean()-Y" -0.517025245833333
"13017" "WALKING_UPSTAIRS" 15 "fBodyGyro-mean()-Z" -0.485701745833333
"13018" "WALKING_UPSTAIRS" 15 "fBodyGyro-std()-X" -0.4372253275
"13019" "WALKING_UPSTAIRS" 15 "fBodyGyro-std()-Y" -0.243612269004167
"13020" "WALKING_UPSTAIRS" 15 "fBodyGyro-std()-Z" -0.523744300833333
"13021" "WALKING_UPSTAIRS" 15 "fBodyGyro-meanFreq()-X" -0.284366648060417
"13022" "WALKING_UPSTAIRS" 15 "fBodyGyro-meanFreq()-Y" -0.4652097360625
"13023" "WALKING_UPSTAIRS" 15 "fBodyGyro-meanFreq()-Z" -0.219122886220833
"13024" "WALKING_UPSTAIRS" 15 "fBodyAccMag-mean()" -0.165242147958333
"13025" "WALKING_UPSTAIRS" 15 "fBodyAccMag-std()" -0.255659340833333
"13026" "WALKING_UPSTAIRS" 15 "fBodyAccMag-meanFreq()" -0.0383017813479167
"13027" "WALKING_UPSTAIRS" 15 "fBodyBodyAccJerkMag-mean()" -0.261956679958333
"13028" "WALKING_UPSTAIRS" 15 "fBodyBodyAccJerkMag-std()" -0.391313399375
"13029" "WALKING_UPSTAIRS" 15 "fBodyBodyAccJerkMag-meanFreq()" 0.10096009774375
"13030" "WALKING_UPSTAIRS" 15 "fBodyBodyGyroMag-mean()" -0.45369356625
"13031" "WALKING_UPSTAIRS" 15 "fBodyBodyGyroMag-std()" -0.308585869854167
"13032" "WALKING_UPSTAIRS" 15 "fBodyBodyGyroMag-meanFreq()" -0.291977707054167
"13033" "WALKING_UPSTAIRS" 15 "fBodyBodyGyroJerkMag-mean()" -0.731422357916667
"13034" "WALKING_UPSTAIRS" 15 "fBodyBodyGyroJerkMag-std()" -0.793104483333333
"13035" "WALKING_UPSTAIRS" 15 "fBodyBodyGyroJerkMag-meanFreq()" 0.144010749210625
"13036" "WALKING_UPSTAIRS" 16 "tBodyAcc-mean()-X" 0.255986102627451
"13037" "WALKING_UPSTAIRS" 16 "tBodyAcc-mean()-Y" -0.0143654945011765
"13038" "WALKING_UPSTAIRS" 16 "tBodyAcc-mean()-Z" -0.124074517745098
"13039" "WALKING_UPSTAIRS" 16 "tBodyAcc-std()-X" -0.397083831568627
"13040" "WALKING_UPSTAIRS" 16 "tBodyAcc-std()-Y" -0.163732745078431
"13041" "WALKING_UPSTAIRS" 16 "tBodyAcc-std()-Z" -0.129283825721569
"13042" "WALKING_UPSTAIRS" 16 "tGravityAcc-mean()-X" 0.826874282745098
"13043" "WALKING_UPSTAIRS" 16 "tGravityAcc-mean()-Y" -0.0805926025490196
"13044" "WALKING_UPSTAIRS" 16 "tGravityAcc-mean()-Z" -0.379059698039216
"13045" "WALKING_UPSTAIRS" 16 "tGravityAcc-std()-X" -0.948413552745098
"13046" "WALKING_UPSTAIRS" 16 "tGravityAcc-std()-Y" -0.933657461176471
"13047" "WALKING_UPSTAIRS" 16 "tGravityAcc-std()-Z" -0.907649558823529
"13048" "WALKING_UPSTAIRS" 16 "tBodyAccJerk-mean()-X" 0.0762526677
"13049" "WALKING_UPSTAIRS" 16 "tBodyAccJerk-mean()-Y" 0.0173729333352941
"13050" "WALKING_UPSTAIRS" 16 "tBodyAccJerk-mean()-Z" 0.0380533591627451
"13051" "WALKING_UPSTAIRS" 16 "tBodyAccJerk-std()-X" -0.521089140196078
"13052" "WALKING_UPSTAIRS" 16 "tBodyAccJerk-std()-Y" -0.425625937254902
"13053" "WALKING_UPSTAIRS" 16 "tBodyAccJerk-std()-Z" -0.593411129607843
"13054" "WALKING_UPSTAIRS" 16 "tBodyGyro-mean()-X" 0.0718408878078431
"13055" "WALKING_UPSTAIRS" 16 "tBodyGyro-mean()-Y" -0.0486136789705882
"13056" "WALKING_UPSTAIRS" 16 "tBodyGyro-mean()-Z" -0.00779288021764706
"13057" "WALKING_UPSTAIRS" 16 "tBodyGyro-std()-X" -0.508087166666667
"13058" "WALKING_UPSTAIRS" 16 "tBodyGyro-std()-Y" -0.58638289372549
"13059" "WALKING_UPSTAIRS" 16 "tBodyGyro-std()-Z" -0.365025170078431
"13060" "WALKING_UPSTAIRS" 16 "tBodyGyroJerk-mean()-X" -0.140908293613922
"13061" "WALKING_UPSTAIRS" 16 "tBodyGyroJerk-mean()-Y" -0.0296211298558824
"13062" "WALKING_UPSTAIRS" 16 "tBodyGyroJerk-mean()-Z" -0.035416300054902
"13063" "WALKING_UPSTAIRS" 16 "tBodyGyroJerk-std()-X" -0.707264168627451
"13064" "WALKING_UPSTAIRS" 16 "tBodyGyroJerk-std()-Y" -0.77471906627451
"13065" "WALKING_UPSTAIRS" 16 "tBodyGyroJerk-std()-Z" -0.717101021960784
"13066" "WALKING_UPSTAIRS" 16 "tBodyAccMag-mean()" -0.233990331568627
"13067" "WALKING_UPSTAIRS" 16 "tBodyAccMag-std()" -0.334795080196078
"13068" "WALKING_UPSTAIRS" 16 "tGravityAccMag-mean()" -0.233990331568627
"13069" "WALKING_UPSTAIRS" 16 "tGravityAccMag-std()" -0.334795080196078
"13070" "WALKING_UPSTAIRS" 16 "tBodyAccJerkMag-mean()" -0.48321905
"13071" "WALKING_UPSTAIRS" 16 "tBodyAccJerkMag-std()" -0.493067129607843
"13072" "WALKING_UPSTAIRS" 16 "tBodyGyroMag-mean()" -0.308260568039216
"13073" "WALKING_UPSTAIRS" 16 "tBodyGyroMag-std()" -0.518189646470588
"13074" "WALKING_UPSTAIRS" 16 "tBodyGyroJerkMag-mean()" -0.737705162156863
"13075" "WALKING_UPSTAIRS" 16 "tBodyGyroJerkMag-std()" -0.797293228431373
"13076" "WALKING_UPSTAIRS" 16 "fBodyAcc-mean()-X" -0.474984014705882
"13077" "WALKING_UPSTAIRS" 16 "fBodyAcc-mean()-Y" -0.268063812745098
"13078" "WALKING_UPSTAIRS" 16 "fBodyAcc-mean()-Z" -0.335853041176471
"13079" "WALKING_UPSTAIRS" 16 "fBodyAcc-std()-X" -0.369636140980392
"13080" "WALKING_UPSTAIRS" 16 "fBodyAcc-std()-Y" -0.166324239117647
"13081" "WALKING_UPSTAIRS" 16 "fBodyAcc-std()-Z" -0.094561233145098
"13082" "WALKING_UPSTAIRS" 16 "fBodyAcc-meanFreq()-X" -0.438031145882353
"13083" "WALKING_UPSTAIRS" 16 "fBodyAcc-meanFreq()-Y" -0.223644983547059
"13084" "WALKING_UPSTAIRS" 16 "fBodyAcc-meanFreq()-Z" -0.301508248862745
"13085" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-mean()-X" -0.546088862941176
"13086" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-mean()-Y" -0.468605205294118
"13087" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-mean()-Z" -0.565220840588235
"13088" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-std()-X" -0.538073090196078
"13089" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-std()-Y" -0.417127012352941
"13090" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-std()-Z" -0.620123586470588
"13091" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-meanFreq()-X" -0.332237727509804
"13092" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-meanFreq()-Y" -0.535799234509804
"13093" "WALKING_UPSTAIRS" 16 "fBodyAccJerk-meanFreq()-Z" -0.519560112156863
"13094" "WALKING_UPSTAIRS" 16 "fBodyGyro-mean()-X" -0.53239971627451
"13095" "WALKING_UPSTAIRS" 16 "fBodyGyro-mean()-Y" -0.642018064117647
"13096" "WALKING_UPSTAIRS" 16 "fBodyGyro-mean()-Z" -0.492427493529412
"13097" "WALKING_UPSTAIRS" 16 "fBodyGyro-std()-X" -0.509896031372549
"13098" "WALKING_UPSTAIRS" 16 "fBodyGyro-std()-Y" -0.559600598431373
"13099" "WALKING_UPSTAIRS" 16 "fBodyGyro-std()-Z" -0.387309489901961
"13100" "WALKING_UPSTAIRS" 16 "fBodyGyro-meanFreq()-X" -0.380643599411765
"13101" "WALKING_UPSTAIRS" 16 "fBodyGyro-meanFreq()-Y" -0.311988459980392
"13102" "WALKING_UPSTAIRS" 16 "fBodyGyro-meanFreq()-Z" -0.419784041764706
"13103" "WALKING_UPSTAIRS" 16 "fBodyAccMag-mean()" -0.370649738235294
"13104" "WALKING_UPSTAIRS" 16 "fBodyAccMag-std()" -0.418924256078431
"13105" "WALKING_UPSTAIRS" 16 "fBodyAccMag-meanFreq()" -0.0937396805764706
"13106" "WALKING_UPSTAIRS" 16 "fBodyBodyAccJerkMag-mean()" -0.475597717843137
"13107" "WALKING_UPSTAIRS" 16 "fBodyBodyAccJerkMag-std()" -0.51993124
"13108" "WALKING_UPSTAIRS" 16 "fBodyBodyAccJerkMag-meanFreq()" 0.0673443714078431
"13109" "WALKING_UPSTAIRS" 16 "fBodyBodyGyroMag-mean()" -0.630546675490196
"13110" "WALKING_UPSTAIRS" 16 "fBodyBodyGyroMag-std()" -0.532486721568627
"13111" "WALKING_UPSTAIRS" 16 "fBodyBodyGyroMag-meanFreq()" -0.279231071313725
"13112" "WALKING_UPSTAIRS" 16 "fBodyBodyGyroJerkMag-mean()" -0.787833632352941
"13113" "WALKING_UPSTAIRS" 16 "fBodyBodyGyroJerkMag-std()" -0.825314327058824
"13114" "WALKING_UPSTAIRS" 16 "fBodyBodyGyroJerkMag-meanFreq()" 0.13453789232549
"13115" "WALKING_UPSTAIRS" 17 "tBodyAcc-mean()-X" 0.252604768583333
"13116" "WALKING_UPSTAIRS" 17 "tBodyAcc-mean()-Y" -0.0228645614308333
"13117" "WALKING_UPSTAIRS" 17 "tBodyAcc-mean()-Z" -0.121290442104167
"13118" "WALKING_UPSTAIRS" 17 "tBodyAcc-std()-X" -0.062952754100625
"13119" "WALKING_UPSTAIRS" 17 "tBodyAcc-std()-Y" -0.0131721014395833
"13120" "WALKING_UPSTAIRS" 17 "tBodyAcc-std()-Z" -0.230220954239583
"13121" "WALKING_UPSTAIRS" 17 "tGravityAcc-mean()-X" 0.853530565833333
"13122" "WALKING_UPSTAIRS" 17 "tGravityAcc-mean()-Y" -0.284153753333333
"13123" "WALKING_UPSTAIRS" 17 "tGravityAcc-mean()-Z" -0.298171464166667
"13124" "WALKING_UPSTAIRS" 17 "tGravityAcc-std()-X" -0.949460372291667
"13125" "WALKING_UPSTAIRS" 17 "tGravityAcc-std()-Y" -0.91597346625
"13126" "WALKING_UPSTAIRS" 17 "tGravityAcc-std()-Z" -0.930159843541667
"13127" "WALKING_UPSTAIRS" 17 "tBodyAccJerk-mean()-X" 0.07680441704375
"13128" "WALKING_UPSTAIRS" 17 "tBodyAccJerk-mean()-Y" 0.03083565139375
"13129" "WALKING_UPSTAIRS" 17 "tBodyAccJerk-mean()-Z" 0.00759533846458334
"13130" "WALKING_UPSTAIRS" 17 "tBodyAccJerk-std()-X" -0.292665827083333
"13131" "WALKING_UPSTAIRS" 17 "tBodyAccJerk-std()-Y" -0.349791873229167
"13132" "WALKING_UPSTAIRS" 17 "tBodyAccJerk-std()-Z" -0.657430836041667
"13133" "WALKING_UPSTAIRS" 17 "tBodyGyro-mean()-X" -0.0304250571395833
"13134" "WALKING_UPSTAIRS" 17 "tBodyGyro-mean()-Y" -0.0548455941370417
"13135" "WALKING_UPSTAIRS" 17 "tBodyGyro-mean()-Z" 0.0560931358145833
"13136" "WALKING_UPSTAIRS" 17 "tBodyGyro-std()-X" -0.496562732729167
"13137" "WALKING_UPSTAIRS" 17 "tBodyGyro-std()-Y" -0.493044125208333
"13138" "WALKING_UPSTAIRS" 17 "tBodyGyro-std()-Z" -0.234402350714583
"13139" "WALKING_UPSTAIRS" 17 "tBodyGyroJerk-mean()-X" -0.142655397660417
"13140" "WALKING_UPSTAIRS" 17 "tBodyGyroJerk-mean()-Y" -0.0414496328508333
"13141" "WALKING_UPSTAIRS" 17 "tBodyGyroJerk-mean()-Z" -0.0223482086545833
"13142" "WALKING_UPSTAIRS" 17 "tBodyGyroJerk-std()-X" -0.606044344375
"13143" "WALKING_UPSTAIRS" 17 "tBodyGyroJerk-std()-Y" -0.676722847708333
"13144" "WALKING_UPSTAIRS" 17 "tBodyGyroJerk-std()-Z" -0.610586202291667
"13145" "WALKING_UPSTAIRS" 17 "tBodyAccMag-mean()" -0.0128062276916667
"13146" "WALKING_UPSTAIRS" 17 "tBodyAccMag-std()" -0.1028777303875
"13147" "WALKING_UPSTAIRS" 17 "tGravityAccMag-mean()" -0.0128062276916667
"13148" "WALKING_UPSTAIRS" 17 "tGravityAccMag-std()" -0.1028777303875
"13149" "WALKING_UPSTAIRS" 17 "tBodyAccJerkMag-mean()" -0.357233897916667
"13150" "WALKING_UPSTAIRS" 17 "tBodyAccJerkMag-std()" -0.390912450416667
"13151" "WALKING_UPSTAIRS" 17 "tBodyGyroMag-mean()" -0.235191249091667
"13152" "WALKING_UPSTAIRS" 17 "tBodyGyroMag-std()" -0.440837260125
"13153" "WALKING_UPSTAIRS" 17 "tBodyGyroJerkMag-mean()" -0.637367490625
"13154" "WALKING_UPSTAIRS" 17 "tBodyGyroJerkMag-std()" -0.68231162875
"13155" "WALKING_UPSTAIRS" 17 "fBodyAcc-mean()-X" -0.1397522212625
"13156" "WALKING_UPSTAIRS" 17 "fBodyAcc-mean()-Y" -0.1175197356
"13157" "WALKING_UPSTAIRS" 17 "fBodyAcc-mean()-Z" -0.3999234945625
"13158" "WALKING_UPSTAIRS" 17 "fBodyAcc-std()-X" -0.0355381172854167
"13159" "WALKING_UPSTAIRS" 17 "fBodyAcc-std()-Y" -0.0252781736083333
"13160" "WALKING_UPSTAIRS" 17 "fBodyAcc-std()-Z" -0.2048157105
"13161" "WALKING_UPSTAIRS" 17 "fBodyAcc-meanFreq()-X" -0.5292345090625
"13162" "WALKING_UPSTAIRS" 17 "fBodyAcc-meanFreq()-Y" -0.15669437456875
"13163" "WALKING_UPSTAIRS" 17 "fBodyAcc-meanFreq()-Z" -0.258321394134167
"13164" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-mean()-X" -0.360272225833333
"13165" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-mean()-Y" -0.37705192875
"13166" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-mean()-Z" -0.633017707916667
"13167" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-std()-X" -0.287219038291667
"13168" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-std()-Y" -0.365114263583333
"13169" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-std()-Z" -0.680325770833333
"13170" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-meanFreq()-X" -0.576044001875
"13171" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-meanFreq()-Y" -0.474055998333333
"13172" "WALKING_UPSTAIRS" 17 "fBodyAccJerk-meanFreq()-Z" -0.552822976041667
"13173" "WALKING_UPSTAIRS" 17 "fBodyGyro-mean()-X" -0.416223018291667
"13174" "WALKING_UPSTAIRS" 17 "fBodyGyro-mean()-Y" -0.521435415208333
"13175" "WALKING_UPSTAIRS" 17 "fBodyGyro-mean()-Z" -0.324273713333333
"13176" "WALKING_UPSTAIRS" 17 "fBodyGyro-std()-X" -0.5244683916875
"13177" "WALKING_UPSTAIRS" 17 "fBodyGyro-std()-Y" -0.481154119791667
"13178" "WALKING_UPSTAIRS" 17 "fBodyGyro-std()-Z" -0.2778914704375
"13179" "WALKING_UPSTAIRS" 17 "fBodyGyro-meanFreq()-X" -0.230933831489583
"13180" "WALKING_UPSTAIRS" 17 "fBodyGyro-meanFreq()-Y" -0.210551597316667
"13181" "WALKING_UPSTAIRS" 17 "fBodyGyro-meanFreq()-Z" -0.349178571291667
"13182" "WALKING_UPSTAIRS" 17 "fBodyAccMag-mean()" -0.150305643291667
"13183" "WALKING_UPSTAIRS" 17 "fBodyAccMag-std()" -0.217393170604167
"13184" "WALKING_UPSTAIRS" 17 "fBodyAccMag-meanFreq()" -0.184408514979167
"13185" "WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag-mean()" -0.360299853125
"13186" "WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag-std()" -0.437383107916667
"13187" "WALKING_UPSTAIRS" 17 "fBodyBodyAccJerkMag-meanFreq()" -0.0890136151333333
"13188" "WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag-mean()" -0.504066956875
"13189" "WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag-std()" -0.496444579791667
"13190" "WALKING_UPSTAIRS" 17 "fBodyBodyGyroMag-meanFreq()" -0.103520890333333
"13191" "WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag-mean()" -0.669008763541667
"13192" "WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag-std()" -0.7241557425
"13193" "WALKING_UPSTAIRS" 17 "fBodyBodyGyroJerkMag-meanFreq()" 0.0865541719604167
